week_ending_date,Hokkaido_Observed,Aomori_Observed,Iwate_Observed,Miyagi_Observed,Akita_Observed,Yamagata_Observed,Fukushima_Observed,Ibaraki_Observed,Tochigi_Observed,Gunma_Observed,Saitama_Observed,Chiba_Observed,Tokyo_Observed,Kanagawa_Observed,Niigata_Observed,Toyama_Observed,Ishikawa_Observed,Fukui_Observed,Yamanashi_Observed,Nagano_Observed,Gifu_Observed,Shizuoka_Observed,Aichi_Observed,Mie_Observed,Shiga_Observed,Kyoto_Observed,Osaka_Observed,Hyogo_Observed,Nara_Observed,Wakayama_Observed,Tottori_Observed,Shimane_Observed,Okayama_Observed,Hiroshima_Observed,Yamaguchi_Observed,Tokushima_Observed,Kagawa_Observed,Ehime_Observed,Kochi_Observed,Fukuoka_Observed,Saga_Observed,Nagasaki_Observed,Kumamoto_Observed,Oita_Observed,Miyazaki_Observed,Kagoshima_Observed,Okinawa_Observed,Japan_Observed,Hokkaido_Estimated,Aomori_Estimated,Iwate_Estimated,Miyagi_Estimated,Akita_Estimated,Yamagata_Estimated,Fukushima_Estimated,Ibaraki_Estimated,Tochigi_Estimated,Gunma_Estimated,Saitama_Estimated,Chiba_Estimated,Tokyo_Estimated,Kanagawa_Estimated,Niigata_Estimated,Toyama_Estimated,Ishikawa_Estimated,Fukui_Estimated,Yamanashi_Estimated,Nagano_Estimated,Gifu_Estimated,Shizuoka_Estimated,Aichi_Estimated,Mie_Estimated,Shiga_Estimated,Kyoto_Estimated,Osaka_Estimated,Hyogo_Estimated,Nara_Estimated,Wakayama_Estimated,Tottori_Estimated,Shimane_Estimated,Okayama_Estimated,Hiroshima_Estimated,Yamaguchi_Estimated,Tokushima_Estimated,Kagawa_Estimated,Ehime_Estimated,Kochi_Estimated,Fukuoka_Estimated,Saga_Estimated,Nagasaki_Estimated,Kumamoto_Estimated,Oita_Estimated,Miyazaki_Estimated,Kagoshima_Estimated,Okinawa_Estimated,Japan_Estimated,Hokkaido_95Upper,Aomori_95Upper,Iwate_95Upper,Miyagi_95Upper,Akita_95Upper,Yamagata_95Upper,Fukushima_95Upper,Ibaraki_95Upper,Tochigi_95Upper,Gunma_95Upper,Saitama_95Upper,Chiba_95Upper,Tokyo_95Upper,Kanagawa_95Upper,Niigata_95Upper,Toyama_95Upper,Ishikawa_95Upper,Fukui_95Upper,Yamanashi_95Upper,Nagano_95Upper,Gifu_95Upper,Shizuoka_95Upper,Aichi_95Upper,Mie_95Upper,Shiga_95Upper,Kyoto_95Upper,Osaka_95Upper,Hyogo_95Upper,Nara_95Upper,Wakayama_95Upper,Tottori_95Upper,Shimane_95Upper,Okayama_95Upper,Hiroshima_95Upper,Yamaguchi_95Upper,Tokushima_95Upper,Kagawa_95Upper,Ehime_95Upper,Kochi_95Upper,Fukuoka_95Upper,Saga_95Upper,Nagasaki_95Upper,Kumamoto_95Upper,Oita_95Upper,Miyazaki_95Upper,Kagoshima_95Upper,Okinawa_95Upper,Japan_95Upper,Hokkaido_95Lower,Aomori_95Lower,Iwate_95Lower,Miyagi_95Lower,Akita_95Lower,Yamagata_95Lower,Fukushima_95Lower,Ibaraki_95Lower,Tochigi_95Lower,Gunma_95Lower,Saitama_95Lower,Chiba_95Lower,Tokyo_95Lower,Kanagawa_95Lower,Niigata_95Lower,Toyama_95Lower,Ishikawa_95Lower,Fukui_95Lower,Yamanashi_95Lower,Nagano_95Lower,Gifu_95Lower,Shizuoka_95Lower,Aichi_95Lower,Mie_95Lower,Shiga_95Lower,Kyoto_95Lower,Osaka_95Lower,Hyogo_95Lower,Nara_95Lower,Wakayama_95Lower,Tottori_95Lower,Shimane_95Lower,Okayama_95Lower,Hiroshima_95Lower,Yamaguchi_95Lower,Tokushima_95Lower,Kagawa_95Lower,Ehime_95Lower,Kochi_95Lower,Fukuoka_95Lower,Saga_95Lower,Nagasaki_95Lower,Kumamoto_95Lower,Oita_95Lower,Miyazaki_95Lower,Kagoshima_95Lower,Okinawa_95Lower,Japan_95Lower
01sep2019,17,5,7,8,3,4,6,10,2,12,16,23,29,23,10,1,3,3,3,6,5,11,14,7,4,8,23,16,6,3,0,1,2,7,3,2,1,3,2,17,2,5,6,3,3,3,4,352,16,6,5,7,4,4,8,9,6,6,20,18,36,23,8,3,4,2,3,6,6,11,19,6,4,6,28,17,5,4,0,2,5,8,4,2,3,5,3,14,3,5,5,5,4,7,5,360,23,10,8,11,7,7,12,14,11,10,28,25,48,32,13,6,7,4,6,10,11,16,27,10,8,10,37,23,8,7,0,5,9,13,8,4,6,8,6,21,6,8,8,8,7,11,9,412,10,2,1,3,1,1,3,4,2,2,13,11,25,15,3,1,1,0,0,2,2,6,12,2,1,2,19,10,1,1,0,0,2,4,1,0,1,1,0,8,0,1,1,1,1,3,2,310
08sep2019,22,5,5,8,2,5,2,10,9,8,26,24,49,16,3,1,4,3,3,7,14,13,13,6,11,10,26,16,4,1,2,1,4,8,2,2,4,5,3,14,1,3,6,3,3,5,2,394,17,6,5,7,4,4,8,9,7,6,22,19,38,24,8,3,4,2,3,6,7,11,20,6,5,6,29,17,5,4,2,2,5,8,4,2,3,5,2,15,3,5,5,5,4,7,5,369,24,10,9,11,8,7,13,14,12,10,30,26,50,32,14,7,7,4,6,10,11,17,27,10,8,10,39,24,8,7,4,5,9,13,8,4,6,8,5,22,6,8,9,8,7,11,9,422,10,2,2,3,1,1,4,4,3,2,15,12,27,16,4,1,1,0,0,2,2,6,12,2,1,2,20,10,1,1,0,0,2,4,1,0,1,1,0,8,0,1,1,1,1,3,2,319
15sep2019,20,5,5,6,7,6,8,6,5,6,18,22,33,22,3,3,3,2,0,11,10,11,16,5,3,2,33,11,9,3,1,0,2,14,5,2,1,6,1,22,2,3,9,3,6,3,6,380,17,5,5,7,4,4,8,9,7,6,23,19,39,24,8,4,4,2,3,6,7,12,20,6,4,6,30,17,5,4,0,2,5,9,4,2,3,5,2,15,3,5,5,4,4,6,5,370,24,9,9,12,8,7,13,14,12,10,31,26,51,33,13,7,7,4,6,10,11,18,28,10,8,10,39,24,8,7,0,5,9,14,7,4,6,8,5,22,6,8,9,8,7,11,9,422,10,2,2,3,1,1,4,4,3,2,15,12,27,16,4,1,1,0,0,2,2,6,13,2,1,2,20,11,1,1,0,0,2,4,1,0,1,1,0,8,0,1,1,1,1,3,2,321
22sep2019,20,3,7,5,5,3,5,7,9,5,15,11,53,25,2,0,3,1,4,5,5,3,14,3,5,5,32,19,2,3,0,0,3,4,5,2,7,6,1,14,1,4,11,5,4,3,4,353,18,5,5,7,5,4,8,9,8,6,22,20,37,23,8,4,4,2,3,6,6,12,20,6,4,6,29,18,5,4,0,0,5,8,4,2,4,5,3,15,3,4,5,4,4,6,5,368,25,9,9,12,8,8,12,14,12,10,30,27,50,32,13,7,7,4,6,10,11,18,28,10,8,10,39,25,8,7,0,0,9,13,7,4,7,8,5,22,6,8,8,8,7,11,9,424,11,2,2,3,1,1,3,4,3,2,14,12,26,15,3,1,1,0,0,2,2,7,13,2,1,2,20,11,1,1,0,0,2,4,1,0,1,1,0,8,0,1,1,1,1,3,1,314
29sep2019,12,1,4,7,6,4,5,7,6,5,22,23,44,21,12,4,4,1,4,8,4,17,21,4,6,9,22,21,2,2,0,2,2,5,3,4,2,2,2,14,4,5,4,1,3,2,4,367,17,5,5,7,5,4,7,9,8,6,22,19,36,23,8,4,3,2,3,5,7,12,20,6,4,6,29,17,5,4,0,0,5,8,4,2,3,5,3,15,3,4,5,4,4,5,5,361,24,9,8,12,8,8,12,14,12,10,31,27,49,32,13,7,6,4,6,9,11,18,27,10,7,11,39,24,9,8,0,0,9,13,7,5,6,8,6,22,5,7,9,7,7,9,9,418,10,2,1,3,1,1,3,4,3,2,14,12,25,15,3,1,1,0,0,2,2,6,12,2,1,2,19,10,2,1,0,0,2,4,1,0,1,1,0,8,0,1,2,1,1,2,2,308
06oct2019,17,8,7,7,4,2,3,13,8,6,24,15,27,23,8,3,4,2,2,7,5,12,18,4,5,7,33,8,3,5,0,4,8,12,6,1,4,4,2,20,2,4,5,3,3,6,2,376,17,5,5,7,5,4,7,9,8,6,22,19,36,24,8,4,3,2,3,5,6,12,20,5,4,6,29,17,5,4,0,3,5,8,4,2,3,5,3,15,3,4,5,4,4,5,5,364,24,9,9,12,8,8,12,14,12,10,31,26,48,32,13,7,6,4,6,9,10,17,28,9,7,11,39,24,9,7,0,6,9,13,7,4,6,8,6,23,6,8,8,8,8,8,9,418,11,2,2,3,1,1,3,4,3,2,14,12,25,15,4,1,1,0,0,2,2,6,13,2,1,2,20,11,1,1,0,0,2,3,1,0,0,1,0,8,0,1,1,1,1,1,2,312
13oct2019,10,6,2,5,3,2,1,7,6,2,13,15,28,17,6,0,2,1,2,3,4,12,17,1,3,8,26,8,2,3,1,3,7,3,4,2,2,2,2,10,1,1,4,2,2,4,6,271,18,5,5,7,5,4,8,9,8,6,23,19,36,23,8,4,3,2,3,6,6,11,20,5,4,6,29,17,5,4,0,3,5,8,4,2,3,5,3,15,3,4,5,4,4,5,5,365,25,9,9,12,9,8,12,14,12,11,32,26,48,32,13,7,6,4,6,10,11,17,28,9,8,11,38,24,8,8,0,6,9,13,7,5,6,8,6,23,6,8,8,8,7,8,9,418,11,2,2,3,2,1,3,4,3,2,15,12,25,15,4,1,1,0,1,2,2,6,13,2,1,2,20,11,1,1,0,0,2,4,1,0,0,1,0,9,0,1,1,1,1,1,2,314
20oct2019,15,5,9,7,4,2,5,10,5,10,17,16,45,18,6,2,2,0,4,10,10,10,21,4,2,5,25,15,2,2,2,1,5,2,9,2,3,3,3,19,1,4,2,4,6,1,9,364,17,5,5,8,5,4,8,9,8,6,22,19,37,23,8,4,4,0,3,6,6,11,20,5,4,6,28,18,5,4,0,3,5,8,4,2,3,5,3,16,3,4,5,4,4,5,5,363,24,9,9,12,9,8,12,14,12,10,31,26,49,31,13,7,7,0,6,10,10,17,27,10,8,11,38,25,8,8,0,5,8,13,7,4,6,8,6,23,6,8,8,7,7,8,9,414,11,2,2,3,2,1,3,4,3,2,14,12,26,15,4,1,1,0,1,2,2,6,13,2,1,2,19,11,1,1,0,0,1,4,1,0,0,1,0,9,0,1,1,1,1,1,2,313
27oct2019,13,3,3,4,0,5,3,8,5,12,23,13,40,32,11,0,1,1,3,6,6,11,19,4,2,5,22,14,3,1,0,2,3,12,1,2,1,2,1,11,1,5,4,6,4,3,3,334,17,5,5,8,5,4,8,9,7,6,22,18,34,23,8,3,3,0,3,6,6,10,20,5,4,6,28,18,4,4,0,3,5,8,4,2,3,5,3,15,3,4,5,4,4,5,5,357,24,9,9,13,8,8,12,14,12,10,30,25,46,32,13,6,6,0,6,10,10,16,28,9,8,11,37,25,8,7,0,5,8,13,7,5,6,8,6,22,6,8,9,7,8,8,9,413,11,2,2,3,1,1,3,4,3,2,14,11,23,15,3,1,1,0,0,2,2,5,12,2,1,2,19,11,1,1,0,0,1,4,1,0,0,1,0,8,0,1,2,1,1,1,1,305
03nov2019,24,3,1,12,2,4,2,14,5,13,25,16,40,24,10,5,3,3,1,10,5,12,19,2,5,3,25,20,10,2,1,3,7,10,5,0,0,4,2,14,4,5,7,5,3,5,7,402,17,5,5,8,5,5,8,9,7,6,21,17,34,23,8,3,3,2,3,6,6,10,19,5,4,6,27,18,4,4,0,3,5,8,4,2,3,5,3,15,3,4,5,4,4,5,5,352,24,8,9,12,8,8,13,14,11,11,30,25,46,31,14,6,6,5,6,10,10,15,27,9,8,11,36,25,8,7,0,5,9,13,7,5,6,8,7,22,6,8,9,7,8,8,8,408,10,1,2,3,1,1,4,4,3,2,13,11,23,15,4,1,1,0,1,2,2,5,12,1,1,2,18,11,1,1,0,0,2,4,1,0,0,1,0,8,0,1,2,1,1,1,1,300
10nov2019,15,5,5,8,1,3,2,9,4,6,16,16,41,26,5,3,4,4,0,7,9,9,17,7,5,8,25,13,3,2,1,1,2,5,6,3,7,3,5,20,0,5,4,2,3,7,3,355,17,5,5,8,4,5,8,8,7,7,21,17,34,23,8,3,3,2,3,6,6,10,19,5,4,6,27,18,5,4,0,2,5,8,4,2,3,5,3,15,3,5,5,4,4,5,5,354,24,8,9,12,8,8,12,13,11,11,30,24,46,31,13,6,6,5,6,10,10,16,27,9,8,11,36,25,8,7,0,5,9,13,7,5,6,8,6,22,6,8,8,8,8,8,8,408,10,1,2,3,1,1,3,4,3,3,13,11,23,15,4,0,1,0,0,2,2,5,12,2,1,2,18,11,1,1,0,0,2,4,1,0,0,1,0,8,0,1,1,1,1,1,1,303
17nov2019,13,5,2,4,3,4,4,6,8,3,21,16,49,30,7,1,5,4,6,5,7,13,14,5,5,7,23,21,1,2,1,3,3,13,4,1,3,3,1,13,2,2,2,3,3,4,3,358,17,4,5,7,4,4,8,8,7,7,21,17,34,23,8,3,3,2,3,6,5,10,19,5,4,6,26,17,5,4,0,2,5,8,4,3,3,4,3,15,3,4,5,4,4,5,5,348,24,8,9,12,7,8,12,13,11,11,29,24,45,31,13,6,6,5,6,10,9,15,26,9,7,10,35,24,8,7,0,4,9,13,7,5,5,8,6,22,6,8,8,8,7,8,8,401,10,1,2,3,1,1,3,3,3,3,13,10,23,15,3,0,1,0,0,2,2,5,12,2,1,2,18,11,1,1,0,0,2,4,1,0,0,1,0,8,0,1,1,1,1,1,1,299
24nov2019,9,4,5,8,5,2,9,8,5,3,21,26,31,18,10,0,5,5,1,5,5,11,22,6,1,8,21,16,6,4,2,1,1,4,1,0,4,3,4,19,4,3,8,4,2,10,3,353,16,4,5,8,4,4,7,8,7,6,21,16,34,22,8,3,3,2,3,6,6,10,18,6,4,6,25,17,5,4,2,2,5,8,4,0,3,4,3,14,3,4,5,4,4,5,4,342,23,8,9,13,7,8,12,13,11,10,29,23,45,31,13,6,6,5,6,10,10,16,25,10,7,10,34,24,8,7,5,4,8,13,8,0,5,7,6,21,7,7,8,8,7,9,8,394,10,1,2,4,1,1,3,4,3,2,13,10,23,14,3,0,1,0,0,2,2,5,11,2,1,2,17,11,1,1,0,0,1,4,1,0,0,1,0,8,0,1,1,1,1,2,1,292
01dec2019,22,4,5,9,7,3,5,10,6,5,21,25,36,18,8,3,2,2,3,7,6,21,18,8,2,8,31,20,2,2,6,3,7,7,1,1,2,3,3,15,3,4,7,1,6,11,4,403,15,5,5,7,4,4,7,8,7,6,20,16,34,23,8,3,3,2,3,6,5,10,18,5,4,6,25,17,5,4,2,2,5,7,4,2,3,4,3,13,3,4,5,4,4,5,4,335,22,8,8,12,7,7,11,13,11,10,28,23,46,32,13,6,6,5,5,10,10,16,25,9,8,10,34,24,8,7,4,4,9,12,8,5,5,7,6,20,6,8,8,8,7,8,8,389,9,1,1,3,1,1,3,4,3,2,12,10,23,15,3,0,0,0,0,2,1,5,11,2,1,2,17,11,1,1,0,0,1,3,1,0,0,1,0,7,0,1,1,1,1,1,1,284
08dec2019,8,5,2,8,0,4,3,5,4,7,19,19,27,25,7,6,1,3,3,2,6,6,12,7,7,5,20,17,0,5,1,1,2,7,4,1,2,3,2,16,0,1,3,1,1,5,3,296,15,4,4,7,3,4,7,8,6,6,20,16,34,23,8,3,3,2,2,6,5,10,17,5,4,6,25,16,5,3,2,2,5,7,4,0,3,4,2,12,3,4,5,4,4,4,5,323,22,8,8,12,6,7,11,13,10,11,28,22,45,31,12,6,6,5,5,10,9,16,24,9,7,10,33,23,8,6,4,4,9,12,8,0,6,7,5,18,6,8,8,8,7,8,8,376,9,1,1,3,1,1,3,4,2,2,12,10,23,14,3,0,0,0,0,2,2,5,10,1,1,2,17,10,1,0,0,0,1,3,1,0,0,1,0,7,0,1,1,1,1,1,1,274
15dec2019,17,2,4,4,1,1,9,4,8,5,21,26,31,24,8,5,3,4,2,7,8,14,23,7,6,7,24,16,3,1,2,4,5,7,2,0,1,4,2,9,2,4,3,3,2,4,4,353,14,4,4,7,3,4,7,8,6,7,20,17,34,22,7,3,3,2,2,6,5,10,17,5,4,6,25,15,5,3,2,2,5,7,4,0,3,4,2,13,3,4,4,4,3,4,4,321,21,8,8,11,6,7,11,12,10,11,28,24,46,30,12,6,6,5,5,10,9,16,24,9,7,10,33,22,8,6,4,4,9,12,8,0,6,7,5,19,7,8,8,8,6,8,8,371,8,1,1,3,1,1,3,3,2,3,12,10,23,14,3,0,0,0,0,2,2,5,10,2,1,2,16,9,1,1,0,0,1,3,1,0,0,1,0,7,1,1,1,1,0,1,1,273
22dec2019,16,1,6,9,4,5,6,7,4,7,16,14,31,20,5,5,2,3,3,7,3,7,15,7,7,8,19,18,8,2,2,3,5,6,5,4,3,4,1,15,0,1,6,2,3,9,3,337,14,4,4,7,4,4,6,8,6,6,20,17,34,22,7,3,3,2,3,6,5,10,18,5,4,6,25,16,5,3,2,2,5,7,4,2,3,4,2,13,3,4,5,4,3,5,4,326,21,8,8,11,7,7,10,13,10,11,28,24,45,30,11,6,6,5,5,10,9,16,25,9,7,10,33,23,8,6,4,4,9,12,7,5,6,7,5,20,6,7,8,8,6,8,8,374,8,1,1,3,1,1,2,4,2,2,13,10,24,14,3,0,0,0,0,2,2,5,11,2,1,2,16,10,1,1,0,0,1,3,1,0,0,1,0,7,0,1,1,1,1,1,1,279
29dec2019,17,2,2,8,1,2,6,10,11,4,17,24,24,24,3,4,2,4,2,5,4,9,18,5,2,5,17,19,5,3,2,0,4,4,3,3,2,3,3,6,2,1,3,6,2,5,4,312,14,5,4,7,4,4,7,9,6,6,21,17,35,22,7,3,3,2,2,6,5,10,18,5,4,6,25,15,5,3,2,2,5,7,4,3,3,4,2,13,0,4,5,4,4,5,5,325,21,8,8,12,7,7,11,14,11,10,29,24,46,30,12,6,6,4,5,10,9,15,25,9,7,10,33,22,8,6,4,4,8,12,7,5,5,8,5,19,0,7,8,8,7,8,8,374,8,1,1,3,1,1,3,4,2,2,13,10,24,14,3,0,0,0,0,2,2,5,11,2,1,2,16,9,1,0,0,0,1,3,1,0,0,1,0,7,0,1,1,1,1,1,1,278
05jan2020,7,4,1,9,1,8,3,5,9,7,16,19,24,16,7,5,5,0,1,3,6,9,21,2,3,1,31,10,6,2,2,0,3,8,1,1,1,2,0,11,2,3,1,7,6,4,5,298,15,5,4,7,3,3,7,9,6,6,21,17,34,21,7,3,3,2,2,6,5,10,19,5,4,6,26,16,5,4,2,2,4,7,4,3,3,4,2,13,3,4,4,4,4,5,5,332,21,8,7,12,6,6,11,14,11,10,29,24,46,30,12,6,6,4,5,10,10,15,26,9,7,10,35,22,8,7,4,4,8,12,7,5,6,7,5,19,6,8,8,7,7,8,8,386,9,1,1,3,1,1,3,4,2,2,13,10,24,13,3,1,0,0,0,2,2,5,12,2,1,2,17,9,1,1,0,0,1,3,1,0,1,1,0,7,0,1,1,1,1,1,1,281
12jan2020,21,2,5,4,3,1,5,10,10,8,20,23,32,18,7,3,2,2,3,10,9,15,19,5,2,11,19,15,6,3,3,1,10,8,1,0,5,3,3,19,3,4,7,5,3,8,2,378,15,5,4,7,4,3,7,9,7,6,22,18,36,22,7,3,3,2,3,6,5,10,18,5,4,6,26,16,5,3,2,0,5,8,4,3,3,4,2,13,3,4,4,4,4,5,5,337,22,8,8,12,7,6,12,15,11,10,30,25,47,30,11,6,5,4,5,10,10,15,26,9,7,10,35,23,8,6,4,0,9,12,7,6,6,8,5,19,6,8,8,7,7,9,8,393,9,1,1,3,1,1,3,5,3,2,14,11,25,14,3,0,0,0,0,2,2,5,11,2,1,2,17,10,1,1,0,0,1,3,1,0,1,1,0,7,0,1,1,1,1,2,1,285
19jan2020,14,4,6,10,4,4,3,11,4,7,27,16,29,14,4,3,1,4,3,11,11,9,25,7,5,3,33,20,3,0,0,1,3,9,5,3,5,2,1,7,2,5,3,3,1,2,7,354,16,4,4,7,4,3,7,9,7,6,22,18,35,21,7,3,3,2,3,6,5,10,18,5,4,6,25,16,5,3,2,0,5,8,4,3,3,4,3,14,3,4,4,4,4,5,5,338,22,8,7,12,7,6,12,15,11,11,31,25,46,30,12,6,5,5,6,10,10,16,25,9,7,10,34,22,8,6,4,0,8,13,7,6,6,7,6,20,6,8,8,7,7,9,9,391,9,1,1,3,1,1,3,5,3,2,14,11,24,14,3,1,0,0,0,2,2,5,11,2,1,2,17,9,1,1,0,0,1,4,1,0,1,1,0,8,0,1,1,1,1,2,1,289
26jan2020,13,7,2,6,6,8,6,6,6,3,14,8,41,28,8,5,6,3,1,4,7,11,23,4,6,9,37,14,3,1,2,1,6,7,3,1,0,3,3,18,2,3,5,3,5,4,3,365,16,4,4,8,4,4,7,10,7,7,23,18,36,22,7,3,3,2,3,6,6,11,19,6,4,6,26,16,5,4,2,0,5,8,4,3,3,4,3,15,3,5,4,4,4,6,5,349,23,8,8,12,7,7,11,15,11,11,31,25,47,31,12,6,5,5,6,10,10,16,26,10,7,10,35,22,8,7,4,0,8,13,7,6,6,7,6,21,6,8,8,8,7,10,8,399,10,1,1,3,1,1,3,5,3,3,15,11,26,14,3,1,0,0,0,2,2,5,12,2,1,2,18,9,1,1,0,0,1,4,1,0,0,1,0,8,0,1,1,1,1,2,1,301
02feb2020,16,2,5,7,6,8,4,8,8,5,23,21,37,30,6,3,0,4,3,9,6,15,23,4,6,5,22,23,4,4,1,2,8,4,10,2,4,5,3,21,5,2,9,5,3,7,2,410,16,5,5,8,4,4,7,10,7,6,22,18,37,23,8,3,3,2,3,6,7,11,20,6,4,6,27,16,5,4,2,2,5,8,4,3,3,5,3,15,3,5,5,4,4,6,5,356,22,8,8,12,7,7,11,16,11,11,31,25,49,32,13,6,5,4,6,10,11,16,27,10,7,10,36,23,9,7,4,4,8,13,7,6,6,8,6,22,7,8,8,8,8,10,8,407,9,1,1,3,1,1,3,5,3,2,14,11,27,15,3,1,0,0,0,2,2,6,12,2,1,2,19,10,1,1,0,0,1,4,1,0,0,1,0,8,0,1,1,1,1,2,1,308
09feb2020,10,4,4,8,3,1,6,9,4,6,18,15,30,20,7,2,2,2,5,3,4,9,21,5,2,4,21,15,2,3,0,1,1,6,5,4,1,4,1,17,3,6,5,3,3,6,3,314,16,4,5,8,4,4,8,10,7,7,23,18,39,24,8,3,3,2,3,7,7,11,20,6,4,6,27,17,5,4,0,2,5,8,4,3,4,5,3,14,4,5,5,4,4,6,5,364,22,8,8,13,7,7,12,16,11,11,31,25,51,33,13,6,5,5,6,11,11,17,28,11,8,11,36,23,9,7,0,5,8,13,7,6,7,9,6,21,7,9,8,8,8,10,8,419,9,1,1,4,1,1,3,5,3,3,15,11,27,15,3,1,0,0,0,3,2,6,13,2,1,2,19,10,2,1,0,0,1,4,1,0,1,2,0,8,1,2,1,1,1,2,1,312
16feb2020,18,5,4,8,0,3,11,14,6,6,21,14,31,19,3,3,3,1,2,5,7,9,18,7,8,5,18,12,4,4,1,1,2,6,4,3,7,5,1,9,1,0,3,1,4,5,2,324,16,4,5,8,4,4,7,10,7,7,22,18,39,23,8,3,3,2,3,7,7,12,19,6,4,6,28,17,5,4,0,2,5,8,4,3,4,5,3,15,4,5,5,4,4,6,5,368,22,8,8,12,7,7,12,16,11,12,31,25,52,32,13,6,5,5,6,11,11,17,27,11,8,11,38,24,8,7,0,5,9,13,8,6,7,9,6,21,7,9,9,8,8,10,8,426,9,1,1,3,1,1,3,5,3,3,14,11,28,15,3,1,0,0,1,3,2,6,12,2,1,2,20,10,1,1,0,0,2,4,1,0,1,2,0,8,1,2,2,1,1,2,1,314
23feb2020,16,2,2,10,0,1,3,10,3,4,21,14,45,28,6,2,5,1,2,6,6,13,20,4,5,3,25,13,0,4,2,4,3,7,4,1,6,5,3,18,1,2,6,2,4,5,0,347,16,5,5,8,4,4,7,10,6,8,23,19,40,24,8,4,3,2,3,7,7,12,19,6,4,6,28,17,5,4,0,2,5,9,4,3,3,5,3,16,4,5,5,5,4,6,5,374,22,8,8,12,7,7,12,16,11,12,31,26,52,33,13,7,5,5,7,11,11,18,26,11,8,11,36,24,9,7,0,5,9,13,8,5,7,9,6,23,8,9,9,8,7,10,8,430,9,1,1,3,1,1,3,5,2,3,15,12,28,16,4,1,0,0,1,3,3,6,11,2,1,2,19,11,2,1,0,0,2,4,1,0,1,2,0,9,1,2,1,1,1,2,1,321
01mar2020,17,2,5,14,2,2,3,8,7,8,31,21,32,22,7,2,1,3,1,8,6,11,27,5,3,10,33,12,1,5,2,3,7,8,4,1,4,0,5,16,2,5,5,2,6,5,0,384,16,5,5,7,4,4,8,10,6,8,23,19,39,25,9,4,3,2,3,7,7,12,19,7,4,7,27,17,5,4,2,3,5,8,5,2,4,5,3,16,4,5,5,5,4,6,5,376,23,9,9,12,7,8,12,16,10,12,31,26,51,34,14,7,6,5,7,12,12,18,27,11,8,11,36,24,9,7,4,5,9,13,8,5,7,9,6,24,8,9,9,9,8,10,8,430,10,2,2,3,1,1,3,5,2,3,14,12,28,16,4,1,0,0,1,3,3,6,12,3,1,2,19,10,2,1,0,0,2,4,1,0,1,2,0,9,1,1,2,1,1,2,1,325
08mar2020,22,4,5,8,3,2,6,8,7,5,15,14,36,23,8,3,3,4,3,8,1,12,20,7,2,6,20,16,1,2,0,2,4,10,5,2,3,6,1,14,3,4,10,3,5,3,3,352,17,5,5,8,4,5,8,11,6,8,23,21,40,26,9,4,3,2,3,8,7,12,21,7,5,7,29,18,6,4,2,3,6,8,5,3,4,5,3,17,4,5,5,5,4,6,5,393,24,9,9,13,7,8,13,16,10,13,32,28,52,35,14,7,6,5,7,12,12,18,29,11,8,12,38,25,10,8,4,6,10,13,8,5,7,9,6,25,8,9,9,9,8,10,8,445,10,2,2,4,1,1,4,5,2,4,15,13,29,17,4,1,1,0,1,3,3,7,13,3,1,3,20,11,2,1,0,0,2,4,1,0,1,2,0,10,1,2,2,2,1,2,1,342
15mar2020,11,3,6,5,3,1,10,12,4,4,19,16,34,34,7,4,2,5,5,4,2,12,25,4,6,8,31,14,4,2,1,1,6,8,6,3,3,3,2,17,3,3,11,0,2,5,4,375,17,5,5,8,5,4,8,11,6,8,23,21,41,26,9,4,3,2,4,8,7,12,20,6,5,7,29,18,6,4,2,3,6,9,5,3,4,5,3,17,3,5,5,5,4,6,5,396,24,9,9,13,8,8,13,16,11,13,32,28,53,35,15,7,6,5,7,12,13,18,28,11,8,12,38,25,10,8,4,5,10,14,8,5,7,9,6,24,7,9,9,9,8,10,9,449,11,2,2,4,1,1,4,6,2,4,15,13,29,17,4,1,1,0,1,3,3,7,13,2,1,3,20,11,2,1,0,0,2,4,1,0,1,2,0,10,1,2,2,2,1,2,1,345
22mar2020,13,8,7,16,6,3,8,10,11,7,26,31,45,24,7,1,6,2,1,5,12,15,10,4,2,6,23,16,2,2,1,1,3,5,6,2,0,1,2,15,3,3,6,8,5,4,2,396,18,5,5,9,5,4,8,10,7,8,23,21,40,26,9,4,4,3,4,8,7,12,20,6,5,7,29,18,7,5,0,3,6,9,4,2,3,5,3,17,3,6,5,5,4,6,5,394,25,9,9,13,8,8,13,16,11,13,32,29,52,35,15,7,7,6,7,12,12,18,28,11,8,12,38,25,11,8,0,5,10,14,8,5,7,9,6,24,7,10,9,9,8,10,9,448,11,2,1,4,1,1,4,5,3,4,15,14,28,17,4,1,1,0,1,3,3,7,13,2,1,3,20,11,3,1,0,0,2,4,1,0,1,2,0,10,0,2,2,2,1,2,2,343
